Drug,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
PSEUDOEPHEDRINE,9.726527777777779,9.726527777777779,0.09018518518518492,-0.4201851851851859,0.7078187228911748,15.583333333333334,165.236,150.11599999999996,165.1153641,66,0,0.09396530090752896,-0.386793435239553,0.386793435239553,0.09396530090752896,1.25,1.8333333333333333,2.3333333333333335,16.26842054163377,10.042306693503896,2.1239175194531383,-2.174765274864405,2.145997287548377,-2.28071534970903,5.179029406298928,0.13988893925778467,2.167053352545513,2.7110407232330616,222.5400055614587,8.974691494688164,7.488665479827341,7.488665479827341,5.753218857624056,4.156916363982706,4.156916363982706,2.932871181752819,2.932871181752819,2.070042378653169,2.070042378653169,1.096760393670485,1.096760393670485,-0.8600000000000001,606.7749387127436,9.229766606822263,4.236737214638821,2.061452680853266,73.23526751288745,10.423315998847038,0,0,0,0,0,0,0,0,0,30.33183534230805,19.53486067406481,6.041840829147961,6.103966387748303,5.106527394840706,0,0,5.316788604006331,0,19.069544416586886,7.04767198267719,35.89528683400505,0,0,5.316788604006331,0,0,0,18.196040206665856,0,0,18.591155079135923,30.33183534230805,0,0,0,32.26,6.103966387748303,5.106527394840706,0,6.041840829147961,0,5.563451491696996,0,0,44.30324452467586,5.316788604006331,0,0,0,0,12.739694822373394,0.9577314814814817,0,9.755999622071052,-0.4201851851851859,1.9560185185185186,1.844074074074074,0.4,12,2,2,0,0,0,0,1,0,1,2,0,2,2,2,0,3,0,0,0,0,0,3.2586746387962133,1,1.3278999999999999,49.92350000000003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYRIDOSTIGMINE,11.117970521541949,11.117970521541949,0.3692592592592592,-0.3692592592592592,0.5934152756520555,9.461538461538462,181.21499999999997,168.11099999999996,181.09715407609,70,0,0.4144206474603585,-0.4038001748026675,0.4144206474603585,0.4038001748026675,1.5384615384615385,2.230769230769231,2.769230769230769,16.553539635926423,10.443219901731354,2.0752051900023147,-2.0850514879812203,2.0538295207533204,-2.2893075797634013,5.69140677336818,-0.6713031183115017,2.035249264451089,2.6927851604506556,310.2379407824653,9.844934982691242,8.020324848686148,8.020324848686148,6.092224152875016,3.9380347352962626,3.9380347352962626,2.9675220876108694,2.9675220876108694,1.4828802491749515,1.4828802491749515,0.8128750604868012,0.8128750604868012,-1.58,726.5839874090387,9.50756567425569,3.8886672016230377,2.7399686665944647,77.35569204437924,9.636772684650527,7.04767198267719,11.94635540489698,6.196843571613076,0,6.093240070938415,0,9.361636831863176,0,0,0,6.06636706846161,20.16171103381599,0,14.098499785663225,6.093240070938415,0,4.899909730850477,7.04767198267719,0,14.09534396535438,24.526421280149375,0,5.749511833283905,9.303962601591405,4.794537184071822,5.749511833283905,0,25.08849376714327,7.04767198267719,0,0,24.526421280149375,0,0,0,33.42,0,4.794537184071822,0,6.093240070938415,5.749511833283905,0,4.899909730850477,26.358554605429067,23.87798227054323,0,4.736862953800049,6.840509259259259,0,12.499914965986394,0,0,0.5450925925925929,3.5552314814814814,3.236292517006803,0,5.156292517006802,0.3333333333333333,13,0,4,0,0,0,1,0,1,1,0,0,2,0,4,1,1,0,0,0,0,0,2.843981446519625,1,0.5714999999999999,47.32900000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PYRIMETHAMINE,5.903753306878307,5.903753306878307,0.20561437949665495,0.20561437949665495,0.8561371493463951,10.470588235294118,248.71700000000004,235.613,248.08287409599998,88,0,0.22172679395169156,-0.38300675062549666,0.38300675062549666,0.22172679395169156,1.1176470588235294,1.7647058823529411,2.3529411764705883,35.495691184743244,10.031789031807538,2.1141891847676417,-2.1022343415251954,2.2888533067901435,-2.056161147218913,6.301811931707475,1.0170504902188005,2.295831446398301,2.6135116574993575,536.9470467453647,12.41384908344359,9.443600060333447,10.199529006351902,8.113392202930191,5.292787073519896,5.670751546529123,3.6491864911472405,4.085622271619225,2.4970179513962876,2.7489942667357727,1.7332054554924157,1.8591936131621583,-1.8099999999999996,7328.293976903377,11.668871767129149,4.590610960583782,2.3134684472120433,104.64072513715435,11.46733495432437,5.817862777835028,0,5.948339280986494,0,0,0,4.983978520947208,4.983978520947208,0,30.657411226846357,24.117007251546223,10.586084805438322,5.693927994848461,0,23.367141949054037,0,9.967957041894415,0,13.344558822616634,11.46733495432437,34.982029582436226,0,11.126902983393991,11.46733495432437,11.766202058821523,0,11.600939890232516,9.967957041894415,6.4208216229260096,0,12.617665194539086,24.26546827384644,5.022633313741326,11.126902983393991,0,77.82,0,0,0,5.948339280986494,10.840496091576355,23.24165260116846,0,0,31.18920547353706,9.967957041894415,23.068274844556885,0,5.855308650723663,8.197384731670446,0.682160441337029,14.110988021751911,0.6053110915147957,7.414411060720584,0.7449203987150417,2.0006267146776406,0,0.16666666666666666,17,4,4,0,0,0,0,1,1,2,0,0,4,2,5,1,2,0,0,0,0,0,3.151014743048807,2,2.5238000000000005,70.68080000000002,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOTALOL,11.02640851802919,11.02640851802919,0.31094838085729126,-3.2565820625515784,0.7241218527557277,13.61111111111111,272.37,252.20999999999998,272.1194635,102,0,0.2293188515851021,-0.3870834441683909,0.3870834441683909,0.2293188515851021,1.2222222222222223,1.7777777777777777,2.2222222222222223,32.233100931346335,10.09527488053452,2.0819122834641015,-2.1447423959127967,2.1609951394315394,-2.273959632304649,7.91518926152532,0.1714139703820835,2.243626827462746,2.6455784946755836,468.6008195677134,13.759148545064338,10.843166863215853,11.659663444143577,8.276675564742526,5.769124352448222,7.660535890506478,4.574982672303702,6.323437871487451,2.318152183760633,2.924645256054747,1.452569779277898,2.016804892891243,-1.11,6210.3590584168815,14.94920663114269,6.1727827627007485,5.482865645542789,108.2757898177038,10.423315998847038,0,0,10.023291153407584,0,0,4.722094864452088,8.417796984328938,0,0,25.980208536304467,17.696185628620217,18.2739835097441,12.359735571259707,13.524324379169643,15.710677428091145,0,5.316788604006331,0,25.993281616277514,17.522620453876065,29.828919765543436,0,0,10.038883468458419,5.687386274683562,0,0,32.36669079774158,10.023291153407584,0,25.514892278826544,24.26546827384644,0,0,0,78.43,16.127257541155885,13.524324379169643,0,0,18.2739835097441,11.819220675208399,0,24.26546827384644,13.847474399381248,10.038883468458419,0,24.42527399415026,0,0,13.026777066536491,1.2430275783152773,0,6.995798154099922,0.5020040359271951,4.480367900189103,-3.2565820625515784,0.5,18,3,5,0,0,0,0,1,0,1,1,0,4,3,6,0,6,0,0,0,0,1,5.1265669449316285,1,1.0895000000000001,73.00700000000005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
STAVUDINE,11.50527730536659,11.50527730536659,0.13483528596623828,-0.5692592592592598,0.6498890462135971,23.875,224.21599999999998,212.11999999999998,224.079706864,86,0,0.3302251957056653,-0.3933303909580823,0.3933303909580823,0.3302251957056653,1.5,2.25,2.875,16.524034076182247,10.339588692095548,2.2046181048537754,-2.1436381944704617,2.1820008757555125,-2.3316777691946586,5.05831338121782,-0.010390647454939683,2.714498906318688,2.3618874941980867,528.3559464826387,11.706742302257043,8.713030189526183,8.713030189526183,7.613392202930192,4.882808579574711,4.882808579574711,3.611230981313145,3.611230981313145,2.4045857811812636,2.4045857811812636,1.526133574358958,1.526133574358958,-1.66,5760.166679208256,10.844513937877473,4.070238064132969,1.8434062253001617,90.8057122504419,9.843390348640755,6.103966387748303,6.22790117073487,0,5.559266895052007,5.689743398203474,14.345615352810384,4.794537184071822,0,0,6.076020106833881,12.999757306524504,11.760295063310071,6.606881964512918,9.843390348640755,0,0,9.551078168738563,0,19.255604758173796,6.606881964512918,44.75041993837695,0,0,11.24901029325548,0,0,0,27.368453915840487,4.736862953800049,6.923737199690624,11.791352662431866,27.93795815342448,0,0,0,84.32,23.58087785173865,9.589074368143644,0,6.606881964512918,5.563451491696996,0,10.763943219404432,19.075777413358384,0,4.983978520947208,9.843390348640755,6.632784391534392,0,24.85722970206601,8.87726581527673,-0.4909046411774578,0,0,3.817026643990929,1.4732647549760645,0,0.4,16,2,6,0,1,1,0,0,1,1,2,0,4,2,6,2,2,0,0,0,0,0,2.758734588560588,2,-0.7090799999999999,56.19550000000001,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TERBUTALINE,9.84800925925926,9.84800925925926,0.051103080120936895,-0.7525694444444448,0.6290731330689312,13.75,225.288,206.13599999999997,225.136493468,90,0,0.1191376704562674,-0.5078109740560278,0.5078109740560278,0.1191376704562674,1.125,1.625,2.0625,16.273146908594157,10.056733443878292,2.1409229403031307,-2.226895287303302,2.2428019965659614,-2.380714897310897,5.372287712598206,0.16239887629426128,2.109761559104854,2.6907793139141805,337.5217724119264,12.344934982691244,9.858148644444928,9.858148644444928,7.276675564742527,5.2379401084679476,5.2379401084679476,4.9294424311890115,4.9294424311890115,2.1353803393486994,2.1353803393486994,1.3311355836319576,1.3311355836319576,-1.2600000000000002,2177.2739289962096,12.807842605156038,4.718527703418083,4.082142092621231,95.5536192460727,20.63637078852845,11.49902366656781,0,0,0,0,0,0,0,0,0,38.46739722769209,18.15004872675753,6.103966387748303,15.319582184522117,0,0,5.316788604006331,0,32.41410323920352,6.544756405912575,23.762552697081826,0,11.49902366656781,5.316788604006331,0,11.49902366656781,0,27.403263842818035,0,0,32.43862947851717,18.19910120538483,0,0,0,72.72,6.103966387748303,15.319582184522117,0,17.037948918951155,12.10820789760957,0,18.19910120538483,0,20.771211599071872,5.316788604006331,0,0,0,0,31.552484174225246,0.41119342876039333,-0.10220616024187379,4.107996149848828,-0.7525694444444448,6.366435185185185,0,0.5,16,4,4,0,0,0,0,1,0,1,1,0,4,4,4,0,3,0,0,0,0,1,3.7771350095904497,1,1.5192999999999997,62.48710000000004,0,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIGOXIN,12.568396954481036,12.568396954481036,0.04520626746168088,-1.012484854401225,0.16221462387574462,55.54545454545455,780.9490000000002,716.4370000000002,780.4296067280001,312,0,0.3306610137508224,-0.4579796474063008,0.4579796474063008,0.3306610137508224,0.6909090909090909,1.290909090909091,1.8727272727272728,16.740962470818406,9.422150111309008,2.7056473634492333,-2.646607797995233,2.6967997496497036,-2.6664178792453295,5.850098723713078,-0.3359243965230939,3.673753658404126,0.8374981988041249,1409.0037418555946,39.189141007523446,32.904204385552106,32.904204385552106,26.010750257449796,20.940873252225263,20.940873252225263,18.815636027838842,18.815636027838842,15.951628518858236,15.951628518858236,12.762329157364425,12.762329157364425,-1.2700000000000002,1464396350590.4775,40.506602762877655,15.080660135484404,6.950374051685667,323.3224245630436,63.79720504564457,24.918781127757825,18.870080188005637,0,0,5.9693052879518484,0,4.794537184071822,0,0,13.847474399381248,106.79750376659157,30.753475445008686,54.4327819129701,68.59174222971639,5.9693052879518484,0,0,34.50160512343913,196.86248511485988,6.606881964512918,11.649124636903148,0,0,0,0,0,0,134.83011288572968,37.952577860672164,34.50160512343913,105.24772385063923,11.649124636903148,0,0,0,203.05999999999997,90.92578534586912,35.43370155311605,0,61.11132711687205,18.75954929201341,44.09803426762532,0,19.92349450621513,13.847474399381248,6.923737199690624,33.15804067660034,42.07609305117681,0,11.94416008709359,66.86696110569042,-0.8917606903031147,0.20418191395697838,0,-1.5118808956400893,9.895578761358749,0,0.926829268292683,55,6,14,4,4,8,0,0,0,0,21,0,14,6,14,4,7,4,3,7,0,0,11.106660172909663,8,2.218100000000003,192.61079999999941,0,6,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAMIVUDINE,11.442129157218442,11.442129157218442,0.057224033131771046,-0.4313057445200299,0.7038615838122526,25.666666666666668,229.261,218.17299999999997,229.052112212,82,0,0.35114912918772007,-0.3927583774368384,0.3927583774368384,0.35114912918772007,1.8,2.6,3.2,32.166667004912,10.511606403153445,2.266732862019777,-2.1255341355021593,2.297015730598127,-2.282360458160376,7.995212916408958,-0.006286792615203938,2.656999263425458,2.2042997522549417,408.3635221838066,10.836498814253964,7.8673505662126875,8.683847147140414,7.2027086004072345,4.4305321832250755,5.479286973205732,3.0784498632329544,4.2708999529628295,2.0444089211085625,3.1539803063209466,1.330063167672436,2.2607508790732913,-1.05,3818.107941542383,10.467220165322534,4.213446893102682,2.137865937402115,90.06690967616713,15.577057825802939,17.481762320138984,0,0,0,5.689743398203474,4.567099647791355,4.794537184071822,4.983978520947208,11.761884949391115,0,6.06636706846161,11.949697178359866,6.606881964512918,9.843390348640755,17.57974772722614,0,9.551078168738563,0,11.663899542303952,18.09340304842189,22.74749122234998,0,0,11.423410875365658,5.817862777835028,0,11.761884949391115,32.45333950640806,4.736862953800049,0,6.22790117073487,17.057747824146507,0,0,0,90.36999999999999,5.689743398203474,4.794537184071822,0,24.088644284651902,5.752853606746789,0,16.32898459718247,12.263210640074686,0,4.983978520947208,15.577057825802939,6.786462585034014,1.467232379062736,15.044570105820105,8.87527893256068,4.6734825365331325,0.816764954438566,1.543352229780801,1.1834136432350713,-0.057224033131771046,0,0.5,15,3,6,0,1,1,0,0,1,1,2,0,6,2,7,2,2,0,1,1,0,0,2.9402050856666646,2,-0.5941000000000001,56.36320000000001,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LEVETIRACETAM,11.197222222222223,11.197222222222223,0.05615740740740782,-0.3956018518518516,0.6410492145588488,19.75,170.212,156.1,170.105527688,68,0,0.23971775495040148,-0.3678820428687549,0.3678820428687549,0.23971775495040148,1.75,2.4166666666666665,2.75,16.16026056499817,10.168498417656918,2.2921926417543124,-2.228838222096115,2.145352036392384,-2.443701938175591,5.870361165507128,-0.1356678464846094,2.376275387923727,2.6471642061485827,203.23454122869492,9.137828201504695,7.246837839553127,7.246837839553127,5.663902460147013,4.252540475411151,4.252540475411151,3.0171012387502736,3.0171012387502736,2.2013501101063317,2.2013501101063317,1.5737475927688398,1.5737475927688398,-1.06,584.5637454292369,9.031407678244971,3.559264205416041,1.571153344803631,71.7107832423802,10.633577208012662,6.041840829147961,0,11.814359458703011,0,0,9.589074368143644,0,0,0,6.923737199690624,12.841643245852019,12.965578028838586,0,9.589074368143644,11.814359458703011,0,4.899909730850477,5.733667477162185,32.22804289761662,6.544756405912575,0,0,0,5.733667477162185,0,0,0,29.300866424614025,9.589074368143644,0,26.186202068468653,0,0,0,0,63.400000000000006,5.907179729351506,9.589074368143644,0,11.949020558499466,19.386399651764595,6.4208216229260096,0,4.899909730850477,6.923737199690624,0,5.733667477162185,0,0,23.674305555555556,0,5.1564351851851855,-0.33944444444444377,-0.3888888888888893,2.0212962962962964,2.542962962962963,0,0.75,12,2,4,0,1,1,2,0,0,0,1,0,2,1,4,1,3,0,1,1,0,0,2.6787638394747435,1,-0.12729999999999997,44.22040000000001,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NIZATIDINE,10.354560047262865,10.354560047262865,0.4190070103390817,-0.4786405335652266,0.3799534662760676,11.714285714285714,331.4670000000001,310.29900000000004,331.1136669120001,118,0,0.27357019168233704,-0.3698300008531342,0.3698300008531342,0.27357019168233704,1.619047619047619,2.380952380952381,3,32.166541212629056,10.536476660916252,2.0359184803691956,-2.067999314300306,2.159059216451153,-2.259202056640515,7.980585468966738,-0.40360195155860024,2.827815221100466,2.218277243493725,475.9677720170103,15.664925939000156,12.45776161148077,14.090754773336222,10.007239053047545,6.436402929720506,8.47075627935465,4.527855928604028,6.575681485347466,2.366438261654426,4.241517310253439,1.4969518722018218,3.2610165683885577,-1.32,43242.95036106833,17.73081300813008,9.586301469178254,7.88095641540746,132.52193415352465,15.533486938863138,5.007623696852765,5.8209740960423995,0,6.199954889820448,0,10.114318268765572,4.983978520947208,11.761884949391115,11.336785877934735,0,14.09534396535438,37.02295477846183,10.617239043666132,4.923311048817671,23.09867082732585,0,20.517465459810346,0,12.297610012659364,33.44062596069093,38.21686171679556,0,0,10.633577208012662,0,0,23.09867082732585,48.24782526130629,12.297610012659364,10.114318268765572,10.701551691701226,17.400991756328764,0,0,0,83.33,4.923311048817671,10.114318268765572,0,0,12.365730501954975,34.951970200927825,0,30.14634281000304,14.09534396535438,25.89752823027626,0,0,3.434327357613793,16.535008635304347,19.296488940652903,1.0940033436213994,2.1379759729241155,0,0.9291897080993399,1.5356900963856508,5.703982612065119,0.5833333333333334,21,2,7,0,0,0,0,0,1,1,0,0,8,2,9,1,10,0,0,0,0,0,8.09394851378868,1,1.3224999999999998,87.80680000000004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
AMPICILLIN,12.334172965482487,12.334172965482487,0.3745154111027129,-1.033228263272455,0.674878289478739,28.708333333333332,349.4120000000001,330.26000000000005,349.10962708799997,128,0,0.32739938470277585,-0.4796728023655437,0.4796728023655437,0.32739938470277585,1.3333333333333333,1.9583333333333333,2.5416666666666665,32.166906225224395,9.954473240678947,2.637630873526472,-2.433840923239489,2.5029528711176527,-2.706287100924418,8.01314783689116,-0.16071005957047552,2.8039531202147367,1.711293315571299,693.8227554205865,17.64589989101247,13.30092304475163,14.117419625679355,11.2368879901222,7.575211293076027,8.454864104330921,6.472759659838315,8.243644799210875,4.413850051011857,5.98538064585934,3.2002018181598064,4.8255984077691325,-2.0599999999999996,206112.98596074487,16.785786144559395,5.784053910830547,2.5522148388756962,143.1206585849213,21.056893206859698,23.499395300412623,0,11.814359458703011,0,5.9693052879518484,9.589074368143644,4.794537184071822,0,11.761884949391115,30.33183534230805,19.410925891078243,4.747022453217559,0,19.490138947056174,29.545549696045974,0,10.216698334856808,5.733667477162185,42.09389215301143,0,35.89528683400505,0,0,11.050456081168516,0,0,11.761884949391115,49.994678796828254,14.383611552215466,0,25.452766720226204,30.33183534230805,0,0,0,112.73,34.749029957964794,19.490138947056174,0,11.281052542320246,5.563451491696996,0,16.66179468024159,38.112942673227685,6.06636706846161,5.316788604006331,5.733667477162185,-0.6178732809698717,1.384119373057865,37.458717839782125,11.668857470784294,6.59329714138742,-1.8568691887784594,6.376417836304613,0,3.5766661417653483,0,0.4375,24,4,7,0,2,2,2,1,0,1,4,0,5,3,8,2,4,0,2,2,0,0,4.0454121664918326,3,0.3181000000000002,89.02890000000005,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CEPHALEXIN,12.310561854371379,12.310561854371379,0,-1.1278578929020855,0.6204265138162577,23.12,365.4110000000001,346.25900000000007,365.10454170800006,134,0,0.352114880680069,-0.4765611911664806,0.4765611911664806,0.352114880680069,1.36,2,2.6,32.16663684209654,10.01294411214911,2.534278530568928,-2.4895297736613498,2.3970597594166287,-2.705383237287747,7.998327837865829,-0.15044404817212834,2.585085858996951,2.2533310485857166e-6,736.5455521403326,17.430356941388638,13.430679556748553,14.247176137676279,11.413591357920932,7.401373311845372,8.45012810182603,5.718510597143325,6.823503102725273,4.1003676495937675,5.5245523440363185,2.8301220631043607,4.122877966354354,-2.3599999999999994,232419.8994106979,18.97125191464752,7.25773741908422,3.255013763791869,147.91180898115138,21.633175311890586,23.154593784320497,0,5.907179729351506,5.907179729351506,5.9693052879518484,14.48898409899412,4.794537184071822,0,11.761884949391115,30.33183534230805,18.060293221456885,5.752853606746789,0,24.966330782937533,29.545549696045974,0,10.216698334856808,5.733667477162185,24.381291670955285,5.752853606746789,47.165430677130146,0,0,11.050456081168516,0,0,11.761884949391115,50.434860957090905,14.383611552215466,0,18.52902952053558,41.60197918543315,0,0,0,144.23000000000002,35.24121921791952,19.49013894705617,0,11.173231148937196,16.88940962851305,0,16.66179468024159,31.18920547353706,6.06636706846161,5.316788604006331,5.733667477162185,0,1.431943447131939,37.20740721367983,11.528112478342873,7.236305905460849,-1.4952518611005252,7.233170951615631,0,1.6916451982027378,0,0.3125,25,6,8,0,2,2,2,1,0,1,3,0,5,3,9,2,4,0,1,1,0,0,5.507534596312419,3,-0.37979999999999803,92.34270000000004,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
