Drug,ChEMBL_ID,MW,PSA,HBD,HBA,LogP,SMILES,Fu_median,N_fu,Fu_values,Fu_flag,PPB_value,Fu_from_PPB,N_ppb,Fu_source,Fu_final,pKa_exp,N_pka,pKa_values,LogD74_exp,N_logd,LogD_values,pKa_acid_pred,pKa_base_pred,LogD74_pred,Type,LogP_opera,LogP_chembl,LogP_diff,pKa_diff,LogD74_diff,MW_rdkit,PSA_rdkit,HBD_rdkit,HBA_rdkit,LogP_rdkit,MW_chembl,PSA_chembl,MW_diff_rdkit,PSA_diff_rdkit,HBD_diff_rdkit,HBA_diff_rdkit,LogP_diff_rdkit,LogD74_calc_exp,pKa_opera_relevant,LogD74_calc_opera,pKa_pkasolver,N_pka_pkasolver,Type_pkasolver
PILSICAINIDE,CHEMBL163238,272.39,32.34,1,2,3.26,Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,7.04,2.29,BASE,2.45,3.26,0.8099999999999996,NA,NA,272.392,32.34,1,2,3.260440000000002,272.39,32.34,0.0020000000000095497,0,0,0,4.4000000000199435e-4,NA,7.04,3.10268958316549,"6.039, 8.692, 10.562",3,"BASE, BASE, ACID"
PSEUDOEPHEDRINE,CHEMBL1590,165.24,32.26,2,2,1.33,CN[C@@H](C)[C@@H](O)c1ccccc1,NA,0,NA,NA,NA,NA,0,NA,NA,10.055,2,"10.25, 9.86",NA,0,NA,NA,9.58,-0.69,BASE,1.49,1.33,0.15999999999999992,NA,NA,165.236,32.26,2,2,1.3278999999999999,165.24,32.26,0.004000000000019099,0,0,0,0.002100000000000213,-1.3259600728456622,9.58,-0.8528599179109695,"9.779, 10.667",2,"BASE, ACID"
PYRIDOSTIGMINE,CHEMBL1115,181.22,33.42,0,2,0.57,CN(C)C(=O)Oc1ccc[n+](C)c1,1,1,1,FLAG: contains 0 or 1,NA,NA,NA,ChEMBL_Fu,1,NA,0,NA,NA,0,NA,NA,4.82,1.94,BASE,1.94,0.57,1.37,NA,NA,181.21499999999997,33.42,0,2,0.5714999999999999,181.22,33.42,0.005000000000023874,0,0,0,0.0014999999999999458,NA,4.82,0.5688591887879574,NA,0,
PYRIMETHAMINE,CHEMBL36,248.72,77.82,2,4,2.52,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,0.095,1,0.095,NA,NA,NA,NA,ChEMBL_Fu,0.095,7.36,1,7.36,1.93,1,1.93,NA,6.73,2.61,BASE,2.69,2.52,0.16999999999999993,NA,0.6799999999999999,248.71700000000004,77.82,2,4,2.5238000000000005,248.72,77.82,0.002999999999957481,0,0,0,0.0038000000000004697,2.238509649999712,6.73,2.4358542232754163,"3.644, 3.902, 6.631, 7.888, 9.687, 9.844",6,"BASE, BASE, BASE, BASE, ACID, ACID"
SOTALOL,CHEMBL471,272.37,78.43,3,4,1.09,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0.81,2,"1, 0.62",FLAG: contains 0 or 1,NA,NA,NA,ChEMBL_Fu,0.81,9.76,2,"9.76, 9.76",-1.35,1,-1.35,8.12,NA,0.16,ACID,0.24,1.09,0.8500000000000001,1.6400000000000006,1.51,272.37,78.43,3,4,1.0895000000000001,272.37,78.43,0,0,0,0,4.999999999999449e-4,1.0881083614815932,8.12,1.0142537935898355,"7.107, 8.809, 9.064, 10.086",4,"BASE, BASE, ACID, ACID"
STAVUDINE,CHEMBL991,224.22,84.32,2,5,-0.71,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,1,1,FLAG: contains 0 or 1,NA,NA,NA,ChEMBL_Fu,1,NA,0,NA,NA,0,NA,8.69,NA,-0.74,ACID,-0.72,-0.71,0.010000000000000009,NA,NA,224.21599999999998,84.32,2,4,-0.7090799999999999,224.22,84.32,0.004000000000019099,0,0,1,9.200000000000319e-4,NA,8.69,-0.7317209381163806,"5.521, 7.734, 9.431",3,"BASE, ACID, ACID"
TERBUTALINE,CHEMBL1760,225.29,72.72,4,4,1.52,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.8,3,"0.8, 0.8, 0.75",NA,NA,NA,NA,ChEMBL_Fu,0.8,8.7,9,"11.1, 8.7, 8.7, 8.8, 8.67, 8.65, 8.7, 8.8, 10",-1.4,1,-1.4,NA,8.51,-0.24,BASE,0.9,1.52,0.62,NA,1.16,225.288,72.72,4,4,1.5192999999999997,225.29,72.72,0.001999999999981128,0,0,0,7.00000000000367e-4,0.19876159808574578,8.51,0.37753245810191505,9.456,1,BASE
DIGOXIN,CHEMBL1751,780.95,203.06,6,14,2.22,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0.44999999999999996,2,"0.7, 0.2",NA,NA,NA,NA,ChEMBL_Fu,0.44999999999999996,NA,0,NA,NA,0,NA,NA,5.82,1.25,BASE,1.26,2.22,0.9600000000000002,NA,NA,780.9490000000002,203.05999999999997,6,14,2.218100000000003,780.95,203.06,9.999999998626663e-4,2.842170943040401e-14,0,0,0.0018999999999973483,NA,5.82,2.208724537048219,"8.795, 8.816, 8.846",3,"ACID, ACID, ACID"
LAMIVUDINE,CHEMBL141,229.26,90.37,2,7,-0.59,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,0.94,1,0.94,NA,NA,NA,NA,ChEMBL_Fu,0.94,NA,0,NA,NA,0,NA,7.25,NA,-1.31,ACID,-0.93,-0.59,0.3400000000000001,NA,NA,229.261,90.36999999999999,2,6,-0.5941000000000001,229.26,90.37,0.0010000000000047748,1.4210854715202004e-14,0,1,0.0041000000000001036,NA,7.25,-0.9724740806875865,"3.434, 4.225, 8.579, 9.036",4,"BASE, BASE, ACID, ACID"
LEVETIRACETAM,CHEMBL1286,170.21,63.40,1,2,-0.13,CC[C@@H](C(N)=O)N1CCCC1=O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,9.42,NA,-0.82,ACID,-0.82,-0.13,0.69,NA,NA,170.212,63.400000000000006,1,2,-0.12729999999999997,170.21,63.4,0.001999999999981128,7.105427357601002e-15,0,0,0.0027000000000000357,NA,9.42,-0.13412780122859047,"5.999, 6.928, 7.882",3,"BASE, BASE, ACID"
NIZATIDINE,CHEMBL3183075,331.47,83.33,2,8,1.32,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,0.78,3,"0.78, 0.78, 0.65",NA,NA,NA,NA,ChEMBL_Fu,0.78,6.59,3,"6.59, 6.59, 6.8",-0.52,1,-0.52,NA,9.86,-2.09,BASE,0.37,1.32,0.9500000000000001,NA,1.5699999999999998,331.4670000000001,83.33,2,8,1.3224999999999998,331.47,83.33,0.0029999999999290594,0,0,0,0.0024999999999997247,1.2574625146641591,9.86,-1.1415032543433428,"3.995, 5.668, 5.893, 6.196",4,"BASE, BASE, BASE, BASE"
AMPICILLIN,CHEMBL174,349.41,112.73,3,5,0.32,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0.85,1,0.85,NA,NA,NA,NA,ChEMBL_Fu,0.85,4.895,4,"2.55, 7.14, 2.65, 7.25",NA,0,NA,5.86,NA,-0.2,ACID,1.35,0.32,1.03,0.9650000000000007,NA,349.4120000000001,112.73,3,5,0.3181000000000002,349.41,112.73,0.002000000000066393,0,0,0,0.0018999999999997907,-2.18635552138758,5.86,-1.2323479737105663,"3.144, 3.421, 3.552, 3.708, 5.858",5,"ACID, BASE, BASE, BASE, ACID"
CEPHALEXIN,CHEMBL1200544,365.41,112.73,3,5,0.44,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1.O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,6.6,NA,-0.21,ACID,0.65,0.44,0.21000000000000002,NA,NA,365.4110000000001,144.23000000000002,3,5,-0.37979999999999803,365.41,112.73,0.00100000000009004,31.500000000000014,0,0,0.8197999999999981,NA,6.6,-0.4238920341433802,"2.619, 2.929, 3.018, 3.569, 4.972",5,"BASE, ACID, BASE, BASE, ACID"
GABAPENTIN,CHEMBL940,171.24,63.32,2,2,1.37,NCC1(CC(=O)O)CCCCC1,0.97,1,0.97,NA,NA,NA,NA,ChEMBL_Fu,0.97,4.1,3,"4.1, 3.9, 10.5",NA,0,NA,3.92,NA,-4.58,ACID,-1.1,1.37,2.47,0.17999999999999972,NA,171.23999999999992,63.32000000000001,2,2,1.3702999999999994,171.24,63.32,8.526512829121202e-14,7.105427357601002e-15,0,0,2.999999999993008e-4,-1.9302176083232623,3.92,-2.11014378461438,"4.877, 9.997",2,"ACID, BASE"
PREGABALIN,CHEMBL1059,159.23,63.32,2,2,1.08,CC(C)C[C@H](CN)CC(=O)O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,4.08,NA,-5.31,ACID,-1.99,1.08,3.0700000000000003,NA,NA,159.229,63.32000000000001,2,2,1.0821,159.23,63.32,9.999999999763531e-4,7.105427357601002e-15,0,0,0.0020999999999999908,NA,4.08,-2.2402078166782773,"5.09, 9.744",2,"ACID, BASE"
ACYCLOVIR,CHEMBL184,225.21,119.05,3,7,-1.33,Nc1nc2c(ncn2COCCO)c(=O)[nH]1,0.825,2,"0.8, 0.85",NA,NA,NA,NA,ChEMBL_Fu,0.825,NA,0,NA,NA,0,NA,7.06,5.23,-2.31,AMPHOLYTE,-1.03,-1.33,0.30000000000000004,NA,NA,225.20799999999997,119.04999999999998,3,6,-1.3318000000000003,225.21,119.05,0.0020000000000379714,1.4210854715202004e-14,0,1,0.0018000000000002458,NA,NA,NA,"4.704, 5.751, 9.036, 9.143, 9.4",5,"BASE, BASE, ACID, ACID, ACID"
APAZONE,CHEMBL1565476,300.36,56.22,0,4,2.06,CCCC1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O,0.004,1,0.004,NA,NA,NA,NA,ChEMBL_Fu,0.004,5.8,5,"5.8, 2, 6.3, 0.15, 6.46",NA,0,NA,NA,3.3,0.5,BASE,0.5,2.06,1.56,NA,NA,300.3620000000001,56.220000000000006,0,4,2.0642199999999997,300.36,56.22,0.002000000000066393,7.105427357601002e-15,0,0,0.0042199999999996685,2.049225774488043,3.3,2.059965504133118,"3.81, 7.242",2,"BASE, BASE"
CANDESARTAN,CHEMBL1016,440.46,118.81,2,7,4.03,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,NA,0,NA,NA,NA,NA,0,NA,NA,3.9,3,"3.9, 5.3, 3.9",NA,0,NA,1.71,NA,-1.55,ACID,4.14,4.03,0.10999999999999943,2.19,NA,440.4630000000001,118.81,2,6,4.028600000000002,440.46,118.81,0.0030000000000995897,0,0,1,0.0013999999999985135,0.5298626857363415,1.71,-1.6600008867146174,"3.893, 4.547, 4.928, 5.194",4,"BASE, BASE, BASE, ACID"
CEFPROZIL,CHEMBL3301800,389.43,132.96,4,6,0.71,CC=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1,0.59,1,0.59,NA,NA,NA,NA,ChEMBL_Fu,0.59,NA,0,NA,NA,0,NA,8.25,7.2,0.6,AMPHOLYTE,0.81,0.71,0.10000000000000009,NA,NA,389.4330000000001,132.96,4,6,0.7067000000000008,389.43,132.96,0.0030000000000995897,0,0,0,0.0032999999999991925,NA,NA,NA,"3.036, 3.269, 3.435, 3.845, 4.016, 5.32",6,"BASE, ACID, BASE, ACID, BASE, ACID"
CIPROFLOXACIN,CHEMBL8,331.35,74.57,2,5,1.58,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0.74,3,"0.7, 0.74, 0.821",NA,NA,NA,NA,ChEMBL_Fu,0.74,6.225,6,"6.2, 6.16, 8.62, 6.25, 6.02, 8.62",-0.94,3,"-0.94, -0.98, -0.7",-0.74,7.91,-0.35,AMPHOLYTE,0.28,1.58,1.3,6.965,0.59,331.34700000000004,74.57,2,4,1.5833,331.35,74.57,0.002999999999985903,0,0,1,0.0032999999999998586,NA,NA,NA,"5.194, 6.765, 7.446",3,"BASE, ACID, BASE"
NITROFURANTOIN,CHEMBL572,238.16,118.05,1,6,0.07,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,0.28500000000000003,2,"0.17, 0.4",NA,NA,NA,NA,ChEMBL_Fu,0.28500000000000003,NA,0,NA,NA,0,NA,2.2,NA,-5.67,ACID,-0.47,0.07,0.54,NA,NA,238.15899999999996,118.05000000000001,1,6,0.07349999999999995,238.16,118.05,0.0010000000000331966,1.4210854715202004e-14,0,0,0.0034999999999999476,NA,2.2,-5.130002740204286,8.669,1,ACID
PENICILLIN V,CHEMBL615,350.40,95.94,2,5,0.70,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.45,1,0.45,NA,NA,NA,NA,ChEMBL_Fu,0.45,2.735,1,2.735,NA,0,NA,5.68,NA,0.36,ACID,2.09,0.7,1.39,2.945,NA,350.3960000000001,95.94000000000001,2,5,0.6970999999999998,350.4,95.94,0.0039999999999054126,1.4210854715202004e-14,0,0,0.0029000000000001247,-3.9650093924656424,5.68,-1.0281974567849963,"3.061, 3.404, 3.773, 5.942",4,"ACID, BASE, BASE, ACID"
SULFISOXAZOLE,CHEMBL453,267.31,98.22,2,5,1.67,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.079,1,0.079,NA,NA,NA,NA,ChEMBL_Fu,0.079,5,3,"5, 5, 4.8",NA,0,NA,4.26,NA,-2.13,ACID,1.01,1.67,0.6599999999999999,0.7400000000000002,NA,267.31,98.22,2,5,1.67444,267.31,98.22,0,0,0,0,0.0044399999999999995,-0.7317255250287933,4.26,-1.4703145046344694,"4.158, 5.606, 6.208, 6.587, 9.095",5,"BASE, BASE, BASE, ACID, ACID"
AMISULPRIDE,CHEMBL243712,369.49,101.73,2,6,1.29,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,NA,0,NA,NA,NA,NA,0,NA,NA,9.335,2,"9.3, 9.37",NA,0,NA,NA,9.8,-1.3,BASE,1.1,1.29,0.18999999999999995,NA,NA,369.4870000000002,101.73,2,6,1.2851000000000006,369.49,101.73,0.0029999999998153726,0,0,0,0.00489999999999946,-0.6500150397361555,9.8,-1.1117255250287932,"3.715, 5.463, 8.979, 9.306, 9.606",5,"BASE, BASE, BASE, ACID, ACID"
PALIPERIDONE,CHEMBL1621,426.49,84.39,1,7,3.08,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O,0.116,1,0.116,NA,NA,NA,NA,ChEMBL_Fu,0.116,NA,0,NA,NA,0,NA,NA,7.36,1.47,BASE,1.75,3.08,1.33,NA,NA,426.49200000000025,84.39,1,6,3.081320000000002,426.49,84.39,0.0020000000002369234,0,0,1,0.0013200000000019863,NA,7.36,2.798509649999712,"4.293, 5.214, 8.182, 8.655",4,"BASE, BASE, BASE, ACID"
ROXITHROMYCIN,CHEMBL1214185,837.06,216.89,5,17,2.21,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,NA,0,NA,NA,NA,NA,0,NA,NA,9.235,2,"9.2, 9.27",NA,0,NA,NA,NA,NA,NEUTRAL,NA,2.21,NA,NA,NA,837.058,216.88999999999996,5,17,2.2096000000000076,837.06,216.89,0.0019999999999527063,2.842170943040401e-14,0,0,3.9999999999240643e-4,2.21,NA,2.21,"8.615, 8.77",2,"BASE, ACID"
ACETAZOLAMIDE,CHEMBL20,222.25,115.04,2,6,-0.86,CC(=O)Nc1nnc(S(N)(=O)=O)s1,0.04,1,0.04,NA,NA,NA,NA,ChEMBL_Fu,0.04,7.4,7,"7.4, 7.4, 7.2, 7.4, 7.4, 7.4, 7",-0.2595,2,"0.001, -0.52",6.63,NA,-1.1,ACID,-0.26,-0.86,0.6,0.7700000000000005,0.8405,222.251,115.03999999999999,2,6,-0.8561000000000003,222.25,115.04,0.0010000000000047748,1.4210854715202004e-14,0,0,0.0038999999999996815,-1.1610299956639811,6.63,-1.698120662660544,"5.103, 5.311, 6.902, 8.037, 8.888",5,"BASE, BASE, BASE, ACID, ACID"
LEVONORGESTREL,CHEMBL1389,312.45,37.30,1,2,3.88,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,0.025,1,0.025,NA,NA,NA,NA,ChEMBL_Fu,0.025,NA,0,NA,NA,0,NA,10.17,NA,3.07,ACID,3.07,3.88,0.81,NA,NA,312.4530000000001,37.3,1,2,3.8826000000000036,312.45,37.3,0.0030000000000995897,0,0,0,0.0026000000000037105,NA,10.17,3.8792630877041665,8.39,1,ACID
MEDROXYPROGESTERONE ACETATE,CHEMBL717,386.53,60.44,0,4,4.66,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,3.33,NEUTRAL,3.33,4.66,1.33,NA,NA,386.53200000000027,60.440000000000005,0,4,4.655200000000004,386.53,60.44,0.002000000000293767,7.105427357601002e-15,0,0,0.004799999999995919,4.66,NA,4.66,NA,0,
FLEROXACIN,CHEMBL6273,369.34,65.78,1,5,1.70,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0.73,1,0.73,NA,NA,NA,NA,ChEMBL_Fu,0.73,6.85,4,"5.5, 8.2, 8.8, 5.5",NA,0,NA,-2.18,6.75,0.15,AMPHOLYTE,0.24,1.7,1.46,9.03,NA,369.3430000000002,65.78,1,4,1.6991999999999998,369.34,65.78,0.0030000000002132765,0,0,1,8.000000000001339e-4,NA,NA,NA,"4.928, 6.366, 6.509",3,"BASE, ACID, BASE"
FEXOFENADINE,CHEMBL914,501.67,81.00,3,4,5.51,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,0.00421,1,0.00421,NA,NA,NA,NA,ChEMBL_Fu,0.00421,4.7,3,"4.2, 4.7, 9.3",0.3,1,0.3,4.17,8.78,3.11,AMPHOLYTE,4.51,5.51,1,0.5300000000000002,2.81,501.66700000000014,81,3,4,5.510500000000006,501.67,81,0.002999999999872216,0,0,0,5.000000000059401e-4,NA,NA,NA,"5.497, 7.368, 7.899, 8.704",4,"ACID, BASE, ACID, ACID"
